tweet_tokens,pos_tags,label
Who's going to be on the 360 tonight ?? Been awhile since the whole gang have kicked it on Gears3,"L V P V P D $ N , V R P D A N V V O P ^",neutral
RT @discojr : All Roads LEAD to Santa Fe TONiGHT 1st Saturday Jamaican Independence Day ... Disco JR live on the 1s & 2s,"~ @ ~ D N V P ^ ^ R A ^ ^ ^ N , N ^ V P D N & N",neutral
"From our matrimony and vacations department - the "" Wed ' em ' n ' Spread ' em "" marriage and honeymoon combo . With daily party rafts to Somalia !","P D N & N N , D , ^ , O , & , V , O , N & N N , P A N N P ^ ,",neutral
Excited for the Raiders game tonight,V P D ^ N N,positive
"August 13th #photooftheday is #animal . Let me explain this one . Every year before the Iditarod , we have a "" R http://t.co/S2UwD1Nd","^ $ N V N , V O V D $ , D N P D ^ , O V D , N U",negative
3 episodes of Family Guy tonight on BBC3 . Put a slight smile on my face :),"$ N P ^ ^ R P ^ , V D A N P D N E",neutral
@jordanknight Hope u have a great show tonight . Me & the Chi/IN girls are so excited to see you in London tomorrow !,"@ V O V D A N N , O & D ^ N V R A P V O P ^ N ,",positive
I'm ready to see the Jets play Monday .,"L A P V D ^ V ^ ,",objective
Dont look now but : Brook Lopez had 19 pts & 9 rebs ( 28mins ) in 1st game back from foot injury over weekend . 18 & 11 ( 25 mins ) tonight .,"V V R & , ^ ^ V $ N & $ N , N , P A N R P N N P N , $ & $ , $ N , N ,",neutral
@LouRoberg hey Lou I got a good deal on a bunker I can sell you on Nov 7th #rightwingparanoia,@ ! ^ O V D A N P D N O V V O P ^ $ #,positive
YES we have the NUFC vs West Brom LIVE on our tv's Newcastle United are back at ST JAMES PARK for the 1st time in ... http://t.co/q2GjHsSI,! O V D ^ P ^ ^ A P D Z ^ ^ V R P ^ ^ ^ P D A N P ~ U,positive
The DUKE is LOOSE . Duke Johnson pounds it in for a 7 yard Touchdown . #Miami leads #VTech 27-12 in the 4th .,"D ^ V A , ^ ^ N O P P D $ N N , ^ V ^ $ P D N ,",positive
"3 college reps on Wednesday the 26th . Otterbein , West Liberty , and Akron . Sign up by 8 AM if interested .","$ N N P ^ D A , ^ , ^ ^ , & ^ , V T P $ N P A ,",neutral
Springsteen is here Sat but if that's not your thing Rick Ross will be in Lexington the same night at @Rupp_Arena http://t.co/7SX6vy0r,^ V R ^ & P L R D N ^ ^ V V P ^ D A N P @ U,neutral
REAL America will stand up for itself on Tuesday and make it count . Mitt is ready to lead us out of our Jimmy Carter funk we're in,"A ^ V V T P O P ^ & V O V , ^ V A P V O P P D ^ ^ ^ L P",neutral
@gsquare9 I just wonder how peter is the 1st pope when the Romans crucified him 200 years before Christianity was legalized in Rome,@ O R V R ^ V D A N R D ^ V O $ N P ^ V V P ^,neutral
Sufjan Steven's song Casimir Pulaski Day may be one of the greatest songs ever made .,"^ Z N ^ ^ N V V $ P D A N R V ,",positive
3 hrs to go before the 2nd to the last episode ! Wherever You Are Josh Bradley | David Archuleta In Nandito Ako | Alwyn Ana RS In TV5 Manila,"$ N P V P D $ P D A N , R O V ^ ^ G ^ ^ P ^ ^ G ^ ^ ^ P ^ ^",objective
So Dublin won the All Ireland yesterday .. #notreally #getfucked #gaa,"P ^ V D D ^ N , # # #",objective
Got email saying my copy of Deus Ex is on it's way . If it arrives tomorrow I will literally stay up all night playing it . No joke .,"V N V D N P ^ ^ V P L N , P O V N O V R V T D N V O , D N ,",positive
BREAKING .. Apparently Jeremy Kyle is set to star in the 7th Star Wars film by Disney . He's going to try and find Luke's REAL father .,"V , R ^ ^ V V P N P D A ^ ^ N P ^ , L V P V & V Z A N ,",neutral
"Ground hog day is such a good film , Sunday is for food and films #sunday","^ N N V X D A N , ^ V P N & N #",positive
How I'm going to miss senior year's Selma vs k-town game Friday cuz I have work ! <<<,"R L V P V A N ^ P ^ N ^ P O V N , ~",positive
@BenStanners it looks better as the NUFC fans are now in 2nd tier so I can't see them ... It looks like he's just goading the SUFC fans !,"@ O V A P D ^ N V R P $ N P O V V O , O V P L R V D ^ N ,",positive
"Final Four is set and here is the match-ups . "" If we win "" ... we play on Saturday at 7:00 p.m. in Lexington ! http://t.co/ZRQDwmbg","A N V A & R V D N , , P O V , , O V P ^ P $ N P ^ , U",neutral
Tennessee Tech's Steve Payne says Murray State does things the right way - Oct 24 @ 6:47 PM ET http://t.co/RjYCaSmv,"^ Z ^ ^ V ^ ^ V N D A N , ^ $ P $ N N U",positive
"@LetsGoTribe Must . Get . Innings . We must pile on and decimate their bullpen tonight ! Because with Verlander , they won't need it tomorrow .","@ V , V , N , O V V P & V D N N , P P ^ , O V V O N ,",neutral
"@Iiamneeson all I can say is that it was very unrealistic . The 1st movie was better-storyline , dialogue ! And of course "" The Grey "" thumbs up !","@ D O V V V O O V R A , D A N V A , N , & P N , D N , V T ,",negative
Winter Storm Watch for portions of the WDBJ7 viewing area until 8:00 pm Tuesday . http://t.co/GbHXY57g,"N N V P N P D ^ V N P $ N ^ , U",neutral
Gutted about Bellamy and Smith but we signed fulham player on loan until December 2nd and seen him on YouTube he looks good,V P ^ & ^ & O V ^ N P N P ^ $ & V O P ^ O V A,positive
"In rugby news , @BasRFC are winning 26-5 at Cobham , with the four-try bonus point in the bag . See The Monday Gazette for a full report .","P ^ N , @ V V $ P ^ , P D N N N P D N , V D ^ ^ P D A N ,",positive
AC Milan reportedly want Miralem Pjanic to join the San Siro in January ( Source : Corriere dello Sport ) http://t.co/1ONyAoXN #transfertalk,"^ ^ R V ^ ^ P V D ^ ^ P ^ , N , ^ ^ ^ , U #",neutral
All this damn work I still haven't had the chance to call Martin about these poems . I have to do it tomorrow,"X D A N O R V V D N P V ^ P D N , O V P V O N",negative
@robyn_bryant well its my favorite 4th doctor story and its written by Douglas Adams . And if youve ever read the 1st Dirk Gently book ( 1of2 ),"@ ! L D A A N N & L V P ^ ^ , & P L R V D A ^ R N , $ ,",neutral
Winter Storm Watch in effect for parts of the mountains- including Asheville- from Monday morning to late Tuesday . #avl #wnc #sandy,"N N V P N P N P D N V ^ P ^ N P A ^ , # # #",neutral
@hannahcollisson Aged under 26 and keen to become a foreign correspondent ? Apply for the Marie Colvin scholarship http://t.co/o42arwun,"@ V P $ & A P V D A N , V P D ^ ^ N U",neutral
Tomorrow is the Big Day ! Discount Prices on Botox and Juvederm ! Call and make an appointment ! http://t.co/L82XnY9P #botox #juvederm #madison,"N V D A N , N N P ^ & ^ , V & V D N , U # # #",negative
"RT @pink_funk : End of an era RT @CharlesMBlow : RT @GMA : Andy Rooney , 92 , will make his last regular appearance on @60Minutes this Sunday ...","~ @ ~ N P D N ~ @ ~ ~ @ ~ ^ ^ , $ , V V D A A N P @ D ^ ,",objective
"@MittRomney may have Meat Loaf and Ted Nugent , but @EdShow is rolling with @PearlJam tonight ! ' Nuff said ! #stateofloveandtrust #edshow","@ V V N N & ^ ^ , & @ V V P @ N , , ^ V , # #",positive
"According to reports , Lions rookie RB Mikel Leshoure was carted off field today with a left leg injury . Anyone surprised ?!?!","V P N , ^ ^ ^ ^ ^ V V T N N P D A N N , N V ,",neutral
Chicago : Go see @TiffanyJ_Curtis : #lovesgotaholdonme #Sat October 27th 7p at the #HaroldWashingonCulCntr 47th & King Dr.,"^ , V V @ ~ # # ^ $ $ P D ^ ^ & ^ ^",neutral
Watched Act of Valor for the 3rd time and almost cried again !! I love dat movie !!,"V V P N P D A N & R V R , O V D N ,",positive
"RT @jamisonhensley : RT @JasonLaCanfora : Free agent WR Jerricho Cotchery , traveling to Baltimore tonite to begin visit with Ravens . Visit ...","~ @ ~ ~ @ ~ A N G ^ ^ , V P ^ N P V V P ^ , V ,",positive
"RT @elrufai the moment after the last election I have prepared my mind for 4 years of no leadership , may God help Nigeria","~ @ D N P D A N O V V D N P $ N P D N , V ^ V ^",neutral
"#Trayvon My daily tweet ( 10/20 ) in memory of Trayvon Martin - killed 238 days ago . ~ May you Rest in Peace ~ ( Hang in there , family )","# D A N , $ , P N P ^ ^ , V $ N R , G V O V P ^ G , V P R , N ,",neutral
At the Greensboro comedy zone working on material I might use tomorrow during the 2nd round of the ultimate comic competition,P D ^ N N V P N O V V N P D $ N P D A A N,neutral
Navi rabbit in for spay on Tues and she's just had a phantom pregnancy . What timing . This means day of BunWatch and Raspberry Pi . No City :(,"^ N P P N P ^ & L R V D A N , O N , O V N P ^ & ^ ^ , D N E",negative
"VB : #UE drops to 5-10 on the season after a sweep at Wichita State tonight : 3-0 ( 25-16 , 25-16 , 25-17 ) . Aces play at Missouri State tomorrow .","^ , ^ V P $ P D N P D N P ^ N N , $ , $ , $ , $ , , N V P ^ N N ,",neutral
Four Lions is on C4 at 9pm Sunday if you haven't seen it,$ ^ V P ^ P $ ^ P O V V O,neutral
Hey everyone ! If you are competing in districts at Lake Braddock on Monday you need to make sure to do the DECA test by 5pm tomorrow !!,"! N , P O V V P N P ^ ^ P ^ O V P V A P V D ^ N P $ N ,",neutral
Happy Bday Big Boss !!!! @ChelseaIndo Happy Birthday Roman Abramovich ( 24 October 1966 ) Wish you all the best :)) #CFC http://t.co/dN9a07Rb,"A N A N , @ A N ^ ^ , $ ^ $ , V O D D A E # U",positive
If I ever celebrated halloween I'd either be Janet Jackson from Poetic Justice or the girl w/ the braids from Friday :D,P O R V ^ L D V ^ ^ P A N & D N P D N P ^ E,neutral
Good point he may still be up ... he's off to Las Vegas ! @sarahsside @joelpollak @breitbartnews @govchristie,"A N O V R V T , L R P ^ ^ , @ @ @ @",positive
When did Wilt Chamberlain have time for basketball ? : TUESDAY marked the birthday of greatest athlete to come fro ... http://t.co/xi1otZ6p,"R V ^ ^ V N P N , , ^ V D N P A N P V R ~ U",positive
"What are the FAFSA and a Pell Grant ? | Begin College : What are the FAFSA and a Pell Grant ? October 26 , 2012 Cate ... http://t.co/uH9ig9eo","O V D ^ & D N N , G V N , O V D ^ & D N N , ^ $ , $ ^ , U",positive
@AurieGood @aplace4thoughts @heatherlblythe yup . then we have the strawberry festival in late Feb/early Mar . it's FL . :-),"@ @ @ ! , R O V D N N P A ^ ^ , L ^ , E",positive
"If @TheRock wins the @WWE Title at #RoyalRumble , then he would have to defend it in his 1st ever Elimination Chamber match .","P @ V D @ N P ^ , R O V V P V O P D A R N N N ,",positive
Australia Test and ODI captain Michael Clarke at the launch of the international season in Sydney on Monday http://t.co/g9gbgOhi,^ N & ^ ^ ^ ^ P D N P D A N P ^ P ^ U,objective
"Aubtourage : UPDATE , I will be storytelling for Risk on Sept 25 and the Wrecking Ball video will be released on Vevo Sept 26th ! Love you !","^ , N , O V V N P N P ^ $ & D ^ ^ N V V V P ^ ^ $ , V O ,",positive
"This Saturday come hang out with Buran Theatre on Cinco de Mayo as we drink up , tell stories and prep DESTRUCTO ... http://t.co/HsxodJyc","D ^ V V T P ^ ^ P ^ P ^ P O V T , V N & N N , U",objective
Tomorrow . 6 million Directioners will just cry and watch the video in silence . #LittleThings,"N , $ $ N V R V & V D N P N , #",positive
Fucking stoked to hang out with my girl Thalia tomorrow night . Haven't seen her in ages .,"R V P V T P D N ^ N N , V V O P N ,",positive
"Miss those days , when all the relatives would just gather at 7th Uncle house and celebrate Chinese New Year , I guess it'll not happen agn","V D N , R X D N V R V P A N N & V A A N , O V L R V R",negative
Two coaches mentioned are now on Alabama's staff . That alone will make Finebaum worth it tomorrow . #OldHabitsPawwl @38Godfrey,"$ N V V R P Z N , O R V V ^ V O N , # @",positive
"#3DT begins THiS Thursday at the "" S.E.C "" #SignatureEventCenter 2001 South Lumpkin RD $3 w/ College ID $5 w/ regular ID til 11pm !!! #iParty","# V D ^ P D , N , # $ ^ ^ ^ $ P N L $ P A L P $ , #",positive
Currently in Egypt & looking 4 a decent website to watch Everton tonight ! Ideas most welcome cheers COYB,"R P ^ & V P D A N P V ^ N , N R A N !",negative
Peter Whittingham now officially overtaken the mighty Roger Johnson as my favorite CCFC player ever ! More of the same Tuesday please,"^ ^ R R V D A ^ ^ P D A N N R , A P D A ^ V",positive
"10 PS4 launch games wed love to see . These are our hopes & dreams Sony , be gentle with them : OPM : A new ... http://t.co/000VVuIs Postters","$ ^ N N V N P V , O V D N & N ^ , V A P O , ^ , D A ~ U N",positive
"Premier League Team of the Week : Van Persie makes cut for 10th time this season as Szczesny , Ashley Young & Jonn ... http://t.co/r0HWM5zu","^ ^ N P D N , ^ ^ V N P A N D N P ^ , ^ ^ & ^ , U",positive
Just like when k was a kid Saturday morning and I'm watching Saved By the Bell ! Might even watch Soul Train @ 12,"R P R ^ V D N ^ N & L V V P D ^ , V R V N N P $",neutral
LMAO RT @Daveearl13 : Monday Night Football tonight ..... the New York Not Yets vs . the Houston Texans,"! ~ @ ~ ^ N N N , D ^ ^ R ^ ^ , D ^ ^",positive
"Did you get a full , par t-t ime job or internship offer ? Let us know ! Signing Day tomorrow in LBJSC Amphitheater-tell where you will work !","V O V D A , N V A N & N N , V O V , V N N P ^ ^ R O V N ,",objective
@MustLoveSpark @coverdog5 @jukakooikerjack we will take pictures . Mom said we might have to do it Friday Night as we will be at Grammys sat,"@ @ @ O V V N , N V O V V P V O ^ N P O V V P ^ ^",neutral
@samtwomiller see you in Tallahassee on Friday ! :),"@ V O P ^ P ^ , E",neutral
Someone be sure to tell George Clooney to keep the Andrea Gail at the dock tomorrow . Read @StuOstro : http://t.co/PwgbB8Ck,"N V A P V ^ ^ P V D ^ ^ P D N N , V @ ~ U",neutral
Just watched The Campaign with Will Ferrell and Zack Galafianakis ... Good fun for a Wednesday . #Hilarious,"R V D N P ^ ^ & ^ ^ , A N P D ^ , #",positive
 @rowdycity : NBA season starts tomorrow ! Who is your favorite team ? Will the heat repeat as champs ? SACRAMENTO KINGS . Nope," @ ~ ^ N V N , O V D A N , V D ^ ^ P N , ^ N , !",neutral
"This vote for GameDay bit is preposterous lol . Texas A&M and NC State have 300,000 + votes , Nebraska is 3rd with just 30,000 .... MN has 68 ...","D N P ^ N V A ! , ^ ^ & ^ ^ V $ & N , ^ V A P R $ , ^ V $ ,",neutral
As we patiently awaitRT @RealBlackCoffee : Back in Studio putting final touches to the #Album ... should be out nxt week Friday .,"P O R G @ ~ R P N V A N P D N , V V T A N ^ ,",positive
"@AlexAndHisPants Revelations is the 2nd worst ( 1 was the worst ) but III , for mine , is above I just because lots to do + naval battles","@ N V D $ A , $ V D A , & O , P O , V P O R P N P V & A N",positive
"Going to the Social Media week in Chicago tomorrow morning . Will be bouncing between Trib Tower , Illini center & DePaul all day ! #SMWChicago","V P D ^ ^ N P ^ N N , V V V P ^ ^ , ^ N & ^ D N , #",neutral
Our new dance instructor for #ClubFitness has toured w/ Beyonce !!! You know our Beyonce themed night is going to be CRAZY !!!,"D A N N P ^ V V P ^ , O V D ^ ^ N V V P V A ,",neutral
So NTA covered live the return of the 1st Lady .,"P ^ V V D N P D A N ,",objective
"Colby Robak gets credit for 2nd assist on Rampage first goal . 1-1 tie , Aeros in San Antonio , halfway through the first .","^ ^ V N P A N P ^ A N , $ N , ^ P ^ ^ , R P D A ,",neutral
going to the Berkmar game tomorrow .,"V P D ^ N N ,",objective
"Planned maintenance for the PlayStation Network scheduled for Monday , October 15th from 4AM to 4PM Pacific Time 7AM to 7PM Eastern #reminder","A N P D ^ N V P ^ , ^ $ P $ P ^ ^ N $ P $ ^ #",positive
We have a member who needs a ride to the doctor in Indianapolis early Monday morning . Could YOU be the answer to ... http://t.co/1vcUHkxX,"O V D N O V D N P D N P ^ A ^ N , V O V D N P ~ U",neutral
"@kidlatdakila Chanot , you may want to travel this Christmas . Phuket or Bali ! :) http://t.co/RI7rr9lc","@ ^ , O V V P V D ^ , ^ & ^ , E U",neutral
Kinder Morgan Foundation grants of $1000-$5000 for education are due the 10th of each month . http://t.co/bk43mKQz,"A ^ N N P $ P N V A D $ P D N , U",negative
"Nasheed , you have endorsed CoNi report today . Please don't change your mind tomorrow","^ , O V V ^ N N , V V V D N N",neutral
Up early on a saturday to cook chili with Sean Cunningham at the ICS Chili cook off in New Haven CT .,"R A P D ^ P V N P ^ ^ P D ^ N V T P A ^ ^ ,",neutral
Going to see @JohnCena and @CMPunk along with all the other @WWE superstars December 3rd in Greensboro NC :),V P V @ & @ R P D D A @ N ^ $ P ^ ^ E,positive
@sum_loser just wait till we're getting classy with wine on saturday !!,"@ R V P L V A P N P ^ ,",positive
@ClaaraLou unfortunately not but I did get to tune in to Saturday Kitchen in the hotel .,"@ R R & O V V P V P P ^ ^ P D N ,",negative
"@_Sherwood12 he's on the plane to Amsterdam now , bet he's not in class tomorrow","@ L P D N P ^ R , V L R P N N",neutral
"=) "" @keeyatami : I get LOVESTRUCK with Deniesse and Slater . Swear . They look cute . Plus I can relate to Deniesse pacute to her crush , Slater ""","E , @ ~ O V V P ^ & ^ , V , O V A , V O V V P V V P D N , ^ ,",positive
@xlandonabx Reggie would make a good MCS teacher . I'm talk to Pratna about it tomorrow but I'm probably just dropping and ill do online,"@ ^ V V D A N N , L V P V P O N & L R R V & L V A",positive
It makes me happy to see that Ron Jaworski isn't on Monday Night Football . Suck it @jawsespn,"O V O A P V P ^ ^ V P ^ N N , V O @",positive
This like being in 2nd place at the Superbowl . #MadeMyDay,"O P V P A N P D N , #",neutral
Tomorrow's the day 2 Fleebaggers get sent packing for good ! On Wisconsin ! #tcot #teaparty #wiunion #wirecall #gop #tpx,"S D N P ^ V V V P A , P ^ , # # # # # #",positive
Arrived in Llandudno to attend the 3rd conference in 3 weeks . My little car can almost drive itself here . South to North #noshortcuts,"V P ^ P V D A N P $ N , D A N V R V O R , ^ P ^ #",neutral
Get down to Adelaide Oval tomorrow to see ACC's @frankyworrall and the @WestEndRedbacks in action !,"V T P ^ N N P V Z @ & D @ P N ,",neutral
Okinawa concert is going to air on 1 nov . Hope someone will record it . I would love to see seunggi & shinhye :),"^ N V V P N P $ ^ , V N V V O , O V V P V ^ & N E",positive
"PlayStation Network maintenance on October 15 : Services going offline , possibly to make way for the new PS Store ... http://t.co/IEbDpjbI","^ ^ N P ^ $ , N V A , R P V N P D A ^ ^ , U",positive
Jennifer Aniston shows she's Prada her figure at fashion bash - The Sun http://t.co/bTB00fKu http://t.co/Ix816GlP,"^ ^ V L ^ D N P N N , D ^ U U",objective
Just landed in Las Vegas !!! So excited to start canvassing for Obama tomorrow with @schuy_g and @Kimbemo ! :) #GetOutTheVote,"R V P ^ ^ , R A P V V P ^ N P @ & @ , E #",positive
 @OriginalKingD : So you want people like Chief Keef & Ted Nugent to have guns . c'mon son #debate ,", @ ~ P O V N P N N & ^ ^ P V N , ! N # ,",negative
Do Remember THIS Saturday 10/27 tho .. It's A Celebration . We just tryna have a good time . @mikejrga beed http://t.co/yMI1RV4f,"V V D ^ $ R , L D N , O R V V D A N , @ N U",objective
@BaddGirlCouture She shot it on December 21 2011 the same week as RIM & SH . Those ' screenshots ' were for the vibe magazine .,"@ O V O P ^ $ $ D A N P ^ & N , O , N , V P D N N ,",neutral
#youtubepolitics This is such BS . I may not make it to watch Bill Clinton lay one on Fluke !,"# O V A N , O V R V O P V ^ ^ V $ P N ,",objective
"Despite rumors that Sandy will close down @UMMorris , Kremlin , & Houses of Parliment , it appears we'll still have classes tomorrow . Sigh .","P N P ^ V V T @ , ^ , & N P ^ , O V L R V N N , V ,",negative
"Mncim , the rain that stopped last Saturday's game wasted our time waitse ! Maybe SS4 would be playing something better tonight .","^ , D N P V A Z N V D N N , R ^ V V V N R R ,",negative
Nadal at the Parc des Princes this Saturday ! : Big news ! Rafael Nadal accepted the invitation of Paris Saint-Germ ... http://t.co/Jp6KH4Ul,"^ P D ^ N N D ^ , , A N , ^ ^ V D N P ^ G ~ U",positive
@matt_bearden I have snuck into the Sunday night VIP party at ACL .. Got to meet Dave Grohl and party open bar style,"@ O V V P D ^ N N N P ^ , V P V ^ ^ & N A N N",neutral
N . W : Unofficially Yours for the 5th time :)),"& , G , R O P D A N E",neutral
"Operating G3KMI this evening from the University Maths Tower on HF bands . 6:15 -pm - 8pm BST . 10th floor , room 10037 . #ham #hamradio","N P D N P D ^ ^ ^ P ^ N , $ N , $ N , A N , N $ , # #",positive
"This Saturday , Cherry Moon will burst with some RAW beatzzz from the masters . You like it RAW ??? http://t.co/NlzcWw2Y","D ^ , ^ N V V P D A N P D N , O V O A , U",positive
"Our @YepRoc 15 celebration continues with this long interview with Jim White , who plays Sat . at Cats Cradle for YR15 . http://t.co/bZOV4oBV","D @ $ N V P D A N P ^ ^ , O V ^ , P ^ ^ P ^ , U",neutral
Who wants to take me to the Fairground's or Williamsport's fireworks tomorrow !,"O V P V O P D Z & Z N N ,",neutral
"Hope everyone made it to the UC in time to see the Bulls raise their 21st straight Financial Champs banner . A true dynasty , we have .","V N V O P D ^ P N P V D ^ V D A A ^ ^ N , D A N , O V ,",objective
"Still going on vaca ... : Still going on vaca ... ( Third column , 7th story , link)Related stories : OBAMA CONSIDERS BEC ... http://bit.ly/nUqL1u","R V P N , , R V P N , , A N , A N , ^ N , ^ V R ~ U",objective
I have 2 passes for Looper in Pico Rivera on Thursday . Message or text me if you want them .,"O V P V P ^ P ^ ^ P ^ , N & V O P O V O ,",negative
@PrincessMassey lmao i sat here for five minutes like what the fuck did i do to courtney ???? Ha damn ........ -__-,"@ ! O V R P $ N P O D N V O V P ^ , ! ! , E",objective
I have an issue driving slow . So im gonna try to make it from AZ to LV in 3 hrs . Tomorrow .,"O V D N V A , P L V V P V O P ^ P ^ P $ N , N ,",neutral
@SouthSideAsylum no back to watching Jim Henson's fattest character pitch the 8th #BrettBeakerMyers,@ ! N P V ^ Z A N N D A #,positive
Refuse to admit that it's 3rd year . Bring on my Groundhog Day,"V P V O L A N , V P D ^ N",negative
"Putrajaya says determined to recover NFC funds : KUALA LUMPUR , Oct 29 - Putrajaya said today it i ... http://t.co/Er4fw4ef via @tm_insider","^ V V P V ^ N , ^ ^ , ^ $ , ^ V N O O ~ U P @",neutral
"This Friday night at The Warehouse , Dowtown Shreveport , 9 PM . Irene and the Sleepers , Super Water Sympathy , and COWBOY MOUTH !! Be there ! RT !","D ^ N P D N , ^ ^ , $ N , ^ & D N , ^ ^ N , & ^ N , V R , V ,",negative
The storm will be moving inland to CNY tomorrow . That's when I'll get worried about my family . Living right on Oneida Lake .,"D N V V V ^ P ^ N , L R L V V P D N , V R P ^ ^ ,",negative
"@staceyx8x lmao , from a garage in Boro . My mate went in for drink on Sunday night but they wouldn't serve him because it was too late , so","@ ! , P D N P ^ , D N V P P V P ^ N & O V V O P O V R A , R",negative
RT @TAN_Network : Foreign Minister Surapong to file complaint against Democrats with police on Mon at 3pm,~ @ ~ A N N P V N P N P N P ^ P $,positive
Bloodbeast returns to the stage with Killatoria and new act Predomination . Join them this Friday at Black Dahlia .... http://t.co/nZb6hCmH,"^ V P D N P ^ & A N N , V O D ^ P ^ ^ , U",objective
"@joeeewilliams that sucks , amazon might have some left .. hate that i won't have it until 11am on Tuesday though","@ O V , ^ V V D A , V D O V V O P $ P ^ P",negative
"Studio tomorrow , all I can think about . Chillin with homies and working on new music","N N , D O V V P , V P N & V P A N",positive
Poor Bruce Springsteen : 1st Swan c o-o pts Badlands ; then Abbott adopts the Wrecking Ball title . When will Aussie politicians leave him alone ?,"A ^ ^ , A N N G N N , R ^ V D ^ ^ N , R V ^ N V O R ,",negative
Randy Lynch at Oscars this Friday night with his band BLACK LIST . http://t.co/Jf1DSwnG,"^ ^ P ^ D ^ N P D N A N , U",neutral
"Express Front Line with Kamran Shahid "" International Day of #Women "" 05 March 2012 #Pakistan #MQM #WomenPK","N N N P ^ ^ , ^ N P ^ , $ ^ $ # # #",neutral
"RT @DC_Zol : @ParamountUK #COWBOYSandALIENS Watched it last night , Cowboys & Indians (+plus Aliens too ) - brilliant Western with a touch ...","~ @ ~ @ ^ V O A N , ^ & ^ A N R , , A A P D N ,",neutral
"RT @fauxjohnmadden : With the start of NFL Preseason upon us .. Tonight marks the beginning of the Raiders season , and the end of the Raid ...","~ @ ~ P D N P ^ ^ P O , N V D N P D ^ N , & D N P D N ,",objective
"I'm going to Machine Head at Sala Razzmatazz in Barcelona , Spain - Nov 15 http://bnds.in/qMyg7H","L V P ^ N P ^ ^ P ^ , ^ , ^ $ U",neutral
Tennessee is going to kill troy on Saturday !,"^ V V P V ^ P ^ ,",neutral
#Logansport school board members got a preview of the district's ISTEP scores Monday night : http://t.co/y99p6vXn,"# N N N V D N P D N N V ^ N , U",neutral
"out Castle sun . and staying there until Tues . Mother said "" It aint safe up dere in that New York wit Sandy all thru dere "" Fvck you , Sandy .","P ^ ^ , & V R P ^ , N V , O V A P N P D ^ ^ P ^ D N N , V O , ^ ,",negative
"@JaggerHope91 oiler fans are unhappy with , 45 points each season , Gagner as their 2nd line C . Habs fans should hate 28 point Eller as a 2C .","@ N N V A P , $ N D N , ^ P D $ N N , ^ N V V $ N ^ P D $ ,",negative
"Black History Fact : Marsalis is the 1st and only artist to win both classical and jazz Grammy Awards in one year , and to repeat the next yr","A N N , ^ V D A & A N P V D A & ^ ^ ^ P $ N , & P V D A N",positive
"@kbolton83 Goon is on tomorrow at 9 , just sayin .","@ N V P N P $ , R V ,",objective
"DC tomorrow ! Stoked to see friends at American , Georgetown and elsewhere . Text me if you are free . #fb","^ N , V P V N P ^ , ^ & R , V O P O V A , #",positive
JETT LOUNGE THURSDAY NIGHT !!! it's gonna be HOT !!! come party with me and Kenny Smoove he is one of the hottest Producers and many more !!!,"^ ^ ^ N , L V V A , V N P O & ^ ^ O V $ P D A N & A A ,",neutral
GM sat slide down big bangs #JAYZ will be in the building,^ ^ V R A N # V V P D N,positive
@_JustAnother1 smh I'm just waiting on the black ppl to cuss me out tomorrow about Denzel lol NIGGAS !!!,"@ G L R V P D A N P V O T N P ^ ! N ,",negative
"Enjoying my 1st time on Caltrain - bikes on the 1st floor , passengers on the 2nd floor . http://t.co/QO2tAnKe","V D A N P ^ , N P D A N , N P D $ N , U",positive
I would be surprised if Tha Carter IV was anything greater than shit ... hope I'm proved wrong but the 1st 3 singles are doo doo,"O V V A P D ^ ^ V N A P N , V L V A & D A $ N V V V",negative
"With Mommy , Dada , Apple and Cherry are going to Noah's Park . We'll be back tomorrow","P ^ , ^ , ^ & ^ V V P Z ^ , L V R N",neutral
http://t.co/5Wbymtv - How true . Think it's time for another Deus Ex playthrough before DX3 is released Friday week .,"U , R A , V L N P D N N N P ^ V V ^ N ,",neutral
"LAUREN Goodger may reportedly be in training for the next series of Dancing on Ice , but that doesn't seem to have stopped her from ha ...","^ ^ V R V P N P D A N P V P ^ , & O V V P V V O P ! ~",objective
"Explore the work of Jeff Carter - a writer , photographer , chronicler of life in the bush . Coming up on Artscape , Aug 14 http://t.co/Vrk9sUk2","V D N P ^ ^ , D N , N , N P N P D N , V T P ^ , ^ $ U",objective
Thank you to all of our parents & guidance staff for our annual Academic Signing Day on Thursday ! I'll post photos soon !,"V O P D P D N & N N P D A N V N P ^ , L V N R ,",positive
"#Trayvon My daily tweet ( 10/21 ) in memory of Trayvon Martin - killed 239 days ago ! ~ May you Rest in Peace ~ ( Stay strong , family . )","# D A N , $ , P N P ^ ^ , V $ N R , G V O V P ^ G , V A , N , ,",neutral
"RT @Sportsworldokon : RT @ColinUdoh : Nigeria play England in the Round of 16 on Wednesday 10th , at 11PM Nigeria time #U20WorldCup","~ @ ~ ~ @ ~ ^ V ^ P D N P $ P ^ A , P $ ^ N #",neutral
"If you're ever having a bad day watch Too Cute on Animal Planet . It's all about the 1st few weeks 4 baby animals , mostly puppies & kittens .","P L R V D A N V R A P ^ N , L R P D A A N P N N , R N & N ,",neutral
@augustaannette tomorrow maybe !? Like during Tok and lunch ? I'll go tomorrow and you can go Wednesday ? :),"@ N R , R P ^ & N , L V R & O V V ^ , E",neutral
